Name,verified,location,created_at,description,followers_count,following_count,tweet_count
Jdub146,False,,2020-11-02T19:07:22.000Z,"Musician/industry vet, publisher, leftofcenter, pro-choice/anti-mandatory/authoritarian",14,302,296
tokenmuse,False,,2020-10-28T10:53:03.000Z,The Sleeper has awakened.,40,154,237
23foreverfree,False,"New York, USA",2020-09-26T20:51:09.000Z,I need to be able to tell my children I did not stay silent. #medicalfreedom #humanrights #religiousfreedom #whataboutthe26000 #anyonebutandrew2022,57,390,165
aprocryphal,False,,2020-04-14T20:06:24.000Z,"When you TRUST in YHWH you will
find the courage to be yourself. 
(A humbling  experience.)",175,123,6187
DisneyFam12,False,,2017-08-15T01:50:35.000Z,"Supporter of critical thinking, free speech, and fresh air.",74,247,1172
KaylaKMA,False,United States,2009-05-22T23:16:39.000Z,,272,620,3821
NormaGay2,False,,2011-11-04T00:07:02.000Z,,817,2215,39544
nehadagaonkar,False,out of the world!,2009-11-12T09:55:13.000Z,"@McCourtSchool in International Development Policy. Unlearning a lot. Interested in intersection of Democracy, Gender, Health, Data",44,166,1499
BeOpsguy,False,"Estero, Florida",2009-10-29T12:23:31.000Z,"Learning n tweeting about Behavioral Science applications in Operations Management. And, Assistant Professor at the Florida Gulf Coast University",436,325,1152
JustinSandefur,False,"Washington, D.C.",2009-12-09T14:08:48.000Z,"Development economist. Senior Fellow, @CGDev. Views are — and I really can’t stress this enough — my own, not CGD’s.",23313,2269,21191
arthurbraganca7,False,"Rio de Janeiro, Brasil",2010-08-11T02:03:39.000Z,Researcher @climatepolicy and @pucriooficial | Economics | Development | Environment,2231,951,6133
pickettjessica,False,"Pittsburgh, PA",2009-07-13T15:50:10.000Z,Economics of health + development. Strategy consultant bridging evidence to policy across disciplines & regions. Incorrigible bookworm.,1917,3855,7235
hallucinexed,False,Gurgaon,2020-05-04T19:48:10.000Z,"he/him; meh takes for me, hypernuclear takes for thee,prefixless-liberal, mostly replyguy/occasional poaster, every tweet a struggle tweet, econ@hindu'23",616,1000,8125
kopalo,False,"Washington, DC",2009-06-17T19:13:41.000Z,Nairobian. Political Scientist at @Georgetown. Author of Legislative Development in Africa (@CambridgeUP). Lifetime travel companion of @vwopalo.,15487,690,31843
CassieY4,False,the hospital,2010-12-04T20:19:37.000Z,"Bay Area ICU RN & genre author. Member of SFWA, CW 07 alum, and Benevolent Dictator of Codex. Titanium snowflake. Quick to anger, quicker to laugh. She/her.",2962,3697,27825
RaphaelBurner,False,VOTE,2020-12-18T06:07:57.000Z,Your future Georgian senator 🍑💯 he/him || parody/satire/not the real Raphael,37,34,48
Sharon41392387d,False,"Maine, USA",2017-02-02T15:39:33.000Z,,256,343,23485
tedcruzburner6,False,The Senate floor ,2020-10-17T16:52:56.000Z,Vote ur Ossoff 😩,74,73,111
m0rningstarr,False,"West Chester, Pa",2009-02-27T04:30:24.000Z,,160,430,728
sherrye50789268,False,,2018-09-04T14:01:43.000Z,,9,0,3683
2k20Bryant,False,,2020-12-01T00:47:18.000Z,"Don't follow this account, I talk about all kinds of random stuff.",0,0,36
ToniTornado76,False,,2018-10-28T18:17:58.000Z,"Freier Chefredakteur, Psych. Berater, Bewusstseinsforscher, Anarchist, Aktivist, Experte, #Vipassana-Schüler",585,131,3605
BpoolWebmasters,False,UK,2012-11-08T14:58:56.000Z,"The REAL crisis is the war on our consciousness. It is all an ILLUSION. We Will REALISE Better.
---
// #PerceptionIsReality // #Tesla369 // #FamilyIsEverything",1257,609,1320
allenjoseph5,False,,2010-12-10T13:30:04.000Z,🤷🏻‍♂️,166,454,12574
Tabitha_1182,False,Home,2009-04-18T06:57:25.000Z,You know...,99,392,1110
range_4,False,,2012-07-04T11:51:49.000Z,"Michigan Wolverines fan, sports fan, autograph collector.",117,152,11908
hugh_raine,False,UK,2009-09-19T15:54:15.000Z,"Beano cartoonist and writer, illustrator, comedian, actor, biscuit baker, European and dad.
Not in that order.",1101,600,16221
of_berra,False,,2020-08-21T04:06:27.000Z,"If you are blocked, it’s probably because you are too dumb to realize how dumb you are. I’m oddly fascinated with the Fermi Paradox.",12,47,571
BigBadWes64,False,,2012-09-25T08:35:36.000Z,"I might look mean but I'm not! Go B's, C's, Pats and Sox!!!!",81,114,10397
guy_patagonia,False,,2020-10-15T18:44:46.000Z,The guy with a plan,2,44,75
Katascadero,False,"Occupied Kalifornistan, USA",2016-07-26T20:38:27.000Z,"American, Constitutionalist, USMC infantry officer (Ret), OIF (x2) combat vet, Life GOA, NRA, & CRPA. MOLON LABE. Parler: @AntiActivist. My Ridgebacks R my kids",5904,5564,160352
marbear369,False,,2020-07-12T16:41:59.000Z,,19,160,1101
drlamb97,False,Texas Proud,2016-07-29T04:11:00.000Z,"Conservative Christian who loves the USA, the 🇺🇸, my husband, & the 2A-Love my chi’s❤️best babies EVER!! #MAGA #LOVEMYPRESIDENT! PLEASE NO DM’S!!!",4676,4968,27179
BlakeBigdawg,False,,2012-06-10T01:14:00.000Z,,0,8,16
airicamichelle,False,Orange County,2009-02-07T01:25:31.000Z,IG: @airica.michelle,9759,358,7275
HammerRagey,False,,2019-12-02T02:48:32.000Z,"Hater of statism, government power, and celebrity driven culture.

Insta at https://t.co/eNCgtjX4bn",0,27,93
StuartSnyder13,False,,2020-06-23T20:49:30.000Z,,4,199,1207
Gary49943741,False,,2020-10-25T17:53:10.000Z,Just an average Republican,2,120,207
Thereal_jodyjoe,False,,2012-02-23T21:27:16.000Z,just out here trying to get a mothafuckin scholarship thtc member X3,372,1991,22959
BigRye1er,False,"Bronx, NY",2019-01-02T14:52:51.000Z,NYR NYY NYG fan. Twitter hates me and banned me once... Guess who's back?,112,487,7145
wenlex1,False,"Massachusetts, USA",2011-01-07T02:24:00.000Z,"US Army Veteran, Mom to a vivacious daughter, Beach lover, election has caused an addicted to social media",45,218,1108
RobWilk59166196,False,,2020-05-22T17:35:26.000Z,I am for what’s right. Facts don’t have feelings.,4,36,394
barb78405439,False,,2019-09-04T20:47:31.000Z,,212,107,48593
Timothy_hedberg,False,United States,2016-06-08T18:11:41.000Z,suuuuuuuuuup,6,118,65
Webslinger64,False,USA,2010-03-17T23:07:27.000Z,"""Ladies and gentlemen, the best is yet to come""...
- President Donald J. Trump - February 2, 2020

 #Trump2020 #FourMoreYears Count on it Chuckles!",6060,6198,15607
lynnejajissadie,False,Pa.,2015-11-16T02:59:41.000Z,"Non violent person. Look down on rioters n brainless wonders.
God helps those who help them selves.🇺🇸👉🏿👈🏻👉🏾👈",13,15,2330
Chefrudy21,False,,2010-06-29T17:38:02.000Z,#WWG1WGA #Qanon #Qarmy #MAGA #KAG #DigitalSoldier #FreeHongKong,790,1363,2920
MysteryObsidian,False,,2012-06-19T02:35:55.000Z,"North American, 'ASD',  English and french speaking, Free speech, separation between religion and government is primordial, anti Fox News propaganda. 🔗",482,575,59269
Dat1oneGuy,False,USA,2020-03-06T01:13:55.000Z,The greatest conspiracy is ignorance! #StopTheSteal,65,269,5285
JoMommaP4,False,,2012-07-27T03:29:15.000Z,,43,335,1874
Cleargummybear2,False,"South Carolina, USA",2017-02-18T01:25:22.000Z,"Husband, dad, and not Trump's biggest fan. He/him. QAnon is terrorism.",244,939,7424
the_real_Bark,False,,2013-09-19T22:55:46.000Z,,10,41,1228
MARS0411,False,,2013-06-21T23:42:14.000Z,"Former 30 yr + multi racial Liberal DEM, Both Parties need KRACKEN unleashed on them. Democrats are racists, elitists & Hate Middle Class & Poor #LiberateUSA",2980,3562,121076
ZachKnerr,False,U.S.,2012-01-23T05:29:52.000Z,#VTGraduate | DJ Promised Hero | Lil Redwood | #PFNOSM and Tennessee #Titans Analytics writer for @PFN365 | Credited researcher on the @ESPN “Vick” 30 for 30,313,782,7939
black_franchise,False,,2014-09-09T07:28:30.000Z,👑 Lakers-Oilers-Saints-Dodgers-GeauxTigers.🐯,1109,1867,5970
ObamaIsPres,False,"Seattle, WA, USA",2008-09-28T05:31:07.000Z,"Brian, Seattle, unfiltered, #Berniecrat. Trump* is packing his bags #BlackLivesMatter

You're either against fascism or for it.",6411,222,36320
PeggyBe89852943,False,,2020-03-23T00:09:27.000Z,,19,148,261
kpease34,False,,2015-01-08T16:51:35.000Z,Unapologetic die-hard Boston pro sports teams fan.  Will always support but won't be afraid to call out whenever needed.,159,837,5862
HerbsandDirt,False,"California, USA",2013-01-16T18:34:22.000Z,• Hill To Die On: Vaccine Injury 💉• Proud former SDPD⭐️• Back to Red🇺🇸 • Kicked Thyroid Cancer’s Ass• 🔥🙌🏻 • ✝️,5836,1587,18949
sherylsteers,False,,2020-11-10T01:36:27.000Z,,20,183,477
trixienug,False,,2015-12-10T19:26:47.000Z,,7,63,490
ImtinyrickL,False,,2020-10-15T09:18:22.000Z,"Streamer! Apex legends, Call of Duty, and a few other random games sprinkled in there.",17,40,53
carrie_b_e,False,"Portland, OR",2016-05-13T22:39:32.000Z,Compassionate truth seeker with innate bs detector.,36,215,176
skiptomyloser,False,,2013-07-14T13:25:11.000Z,,5,158,1755
CARLOPALACIO15,False,,2019-12-19T05:27:15.000Z,,3,26,2434
kevbot_kraft,False,,2017-11-06T01:21:04.000Z,,9,76,68
tablandford,False,"Owensboro,Kentucky",2009-03-24T18:14:21.000Z,#BBN,557,1201,8727
aeg0717,False,United States,2019-01-25T02:27:25.000Z,"Conservative. Pro LBGTQ rights, Pro LEGAL immigration. I condemn violence on the left and right.",1699,1164,38383
texaselizabeth1,False,,2013-04-02T04:03:06.000Z,"Teacher • Proud ETX Native • Yes, my name is Texas •",316,334,547
mnelson602,False,United States,2020-08-27T10:26:21.000Z,👋,8,135,45
KoreyNewton4,False,,2020-12-18T21:19:22.000Z,,1,26,77
THANKS8j,False,United States,2018-10-18T13:12:15.000Z,♻️,114,1335,6591
kmsurf17,False,,2013-02-21T23:22:11.000Z,...,12,45,871
BraedenStevens1,False,"Seattle, WA",2012-07-01T21:05:48.000Z,wooooo,274,242,3052
tig3rjax,False,Terra,2012-10-19T06:24:25.000Z,"Games, Cars, Space stuff. What more do you need in life?",22,120,455
mojojefferson1,False,United States,2020-10-01T17:26:54.000Z,I'd rather the public hiss than yawn.,86,140,2022
MKirtpatric,False,"Tennessee, USA",2020-10-08T16:36:44.000Z,A single guy who’s been disappointing the universe since the day I was born.,87,1306,290
drgreenebass,False,,2019-03-16T23:00:53.000Z,🎸🎤🔊 ✌️✌️✌️✌️✌️amor vincit omnia @itsloveheist,84,263,1123
bryz8,False,,2011-10-25T16:28:51.000Z,,57,296,1495
SputnikInt,True,,2009-04-22T12:55:28.000Z,"Sputnik is a global wire, radio and digital news service. We exist to tell the stories that aren’t being told.",326072,305,140403
malanovao,False,,2019-12-15T23:49:44.000Z,,128,225,7509
SneakyPete531,False,Memphis Tennessee,2014-02-14T03:08:34.000Z,USA SGM (R) 1st & 5th SF Gps VN - SF SVC ‘61-‘84     I Love Stirring the Political Pot - - DE OPPRESSO LIBER,431,462,35558
likingyou,False,Washington State,2009-05-18T04:15:19.000Z,I am a Progressive Democrat. I care about our citizens. I want honesty in our government. Stop 45's lies-VOTE! Medicare 4 all!,2172,2043,124743
AnonSquad035,False,Everywhere,2012-12-22T01:53:06.000Z,"We are Anonymous
We are Legion
We do not Forgive
We do not Forget
Expect us!
ret-vet. SISMI - IT. Now 414 & PedoHunter: Report abuse: https://t.co/1W0YZY28lb",1693,1668,6679
PeterChave2,False,,2020-03-20T16:55:52.000Z,If the love of money is the root of all evil then capitalism is the tree that grows from it.  Corbyn to the core.,903,1002,11754
j2lm4u,False,,2009-05-18T19:04:27.000Z,"War is coming rapidly. Put your house in order or burn the candle at both ends. Your days are numbered, anyway. #WW3 #Syria #Russia #China #Iran",257,100,98973
GhassanDream,False,"New Paltz, NY",2014-01-08T16:05:13.000Z,,362,4328,5181
Strongbad34,False,#KAG,2020-07-10T12:11:35.000Z,M.A.G.A. #WWG1WGA #DavidKnight #Rogerstone #Reiki #metaphysical #balticamber #onyxstone #cateyestone #selenite #jade #crystalquartz #fluorite  -,1486,1562,2657
matt_melander,False,Minneapolis,2020-01-06T22:03:38.000Z,"Good with pets. Runner-up in 2004's ""I Can't Believe I Ate It All Challenge""",93,533,3853
Bilylaclic1,False,,2018-01-19T16:05:02.000Z,,342,262,12203
DFriedman005,False,United States,2011-05-21T19:06:02.000Z,"#Democracy, Rule of Law, Science, #STEM, Facts. Follow the $$$. #Biden #Resistance #Resist #FBR #BLM #BlueWave2020 #VoteBlue #ClimateCrisis #AnimalLover #Vegan",1406,2878,12764
KatyMcconkey,False,,2020-03-17T12:59:24.000Z,NHS GP,561,917,15783
RebelKnight50,False,From Hell,2013-08-07T12:49:18.000Z,"You wouldn't be lying by any chance ,would you?   Or are you just a special kind of stupid?",308,407,37955
emartinez78987,False,"Los Angeles, CA",2018-04-17T20:26:47.000Z,Physician-scientist. All things rational. Vaccines save lives.,509,717,25116
lennylaw,False,"Old Portsmouth, England",2009-02-06T00:09:48.000Z,"I'm lucky to live by the sea. Dentist by profession, husband and father otherwise. Cooking keeps me happy. And listening to music. And rationality. And science.",928,349,101239
UnnieM2,False,Copenhagen,2019-11-27T21:28:56.000Z,"Scandinavian 🇧🇻🇸🇪🇩🇰 
IT-consultant 💻
Superwoman 🦸‍♀️ 
Mom 👩‍👦
Doglover 🐕
Krav Maga 🥷",646,1022,18131
CryptoKn19ht,False,"City of London, London",2018-02-05T19:06:27.000Z,"Retweets are not endorsements. Social justice ⚖. Black Lives Matter✊🏿
Know better & Do better 🤔. Phuck fascists. 
Learn from history #blacklivesmatter",191,495,16937
hobbitj,False,Freedonia,2008-11-30T15:49:33.000Z,aggressive progressive*yankee w/ a uhaul*buddhist**,3062,3281,166542
PeterDilworth1,False,,2011-10-13T08:21:40.000Z,"NHS GP, recently struck back on register. Hate inequality. Seriously anti Brexit Johnson Tories & Trump. Socialist. #Resist #StopBrexit #FBR #3point5percent",10844,11719,245170
BalluSahota,False,Tier 3 and 4,2010-12-21T14:33:58.000Z,Rise like lions from slumber…………..,251,719,6917
EXrayFuSion,False,🕊️“Feel the Bern”  🕊️  ,2011-11-13T19:28:10.000Z,"🕊️⚛️☮️Peace Advocate☮️⚛️🕊️
#AbolishTheElectoralCollege #NotmeUS #VotedGreen2020 #PeoplesParty #BLM #ArticlesOfUnity #WinWithoutWar #NO_QualifiedImmunityLaw",3642,4775,145582
TweetForTheMany,False,Always behind you,2017-05-23T10:08:26.000Z,𝔸𝕘𝕒𝕚𝕟𝕤𝕥 𝕥𝕙𝕠𝕤𝕖 𝕚𝕟𝕧𝕠𝕝𝕧𝕖𝕕 𝕚𝕟 𝕤𝕒𝕝𝕖 / 𝕠𝕦𝕥𝕤𝕠𝕦𝕣𝕔𝕚𝕟𝕘 𝕠𝕗 𝕌𝕂 𝕤𝕖𝕣𝕧𝕚𝕔𝕖𝕤 𝕒𝕟𝕕 𝕒𝕤𝕤𝕖𝕥𝕤 - #𝕋𝟜𝕋𝕄𝕋𝕙𝕣𝕖𝕒𝕕𝕤,7749,7266,52149
S42sr,False,,2020-10-03T05:50:06.000Z,"Views all my own 
Chemistry tutor 
R&D specialist 
I have left the classroom as I’m ex shielded. I am now tutoring online.
Pronouns she/her",343,551,2640
mamabearOG11,False,United Kingdom,2019-04-23T01:40:31.000Z,mom,70,614,1277
Christi41820037,False,,2018-08-01T23:14:48.000Z,Happy and grateful to Jesus! American patriot concerned and continually praying for our country! Proud deplorable,10070,10403,264316
Teri05095534,False,,2020-04-18T19:35:26.000Z,,383,2027,29686
elv_22,False,,2012-05-22T19:31:15.000Z,,48,177,2226
LouMedia69,False,,2015-04-16T08:54:52.000Z,"Favourite quote - 'Earth provides enough to satisfy every man's needs, but not every man's greed'.",2246,2684,13233
Praxial_Logic,False,,2013-03-24T20:16:54.000Z,,397,688,8547
concettaeedy,False,"Ontario, Canada",2016-11-23T23:35:46.000Z,,162,0,8717
MaryLea29109898,False,Ireland,2020-04-10T12:49:47.000Z,"Natural law, is law as seen as being independent of, and pre-existent to, the positive law of any given political order, society or nation-state.",521,817,18549
realSchoenecker,False,"Silicon Valley, CA",2017-02-08T01:33:19.000Z,Husband. Father. Working to ensure #Tech in #Healthcare is #ProHumanity. Thoughtfully outspoken. 🦉,919,345,8243
JoeTalksBack,False,Dublin/London ,2013-09-23T21:02:25.000Z,"Pink Floyd/Bowie Fan,Like to have a rant! All tweets and comments are not my own. There's someone in my head but its not me!",879,1133,24056
Tc2ewra,False,,2012-05-02T22:25:24.000Z,,19,77,2016
patrici61580698,False,,2015-02-09T09:36:24.000Z,,1034,620,89755
kristinitka,False,,2020-05-17T08:18:21.000Z,I Am Me ...I Am FREE,70,166,4583
AZPerspectives,False,"Phoenix, AZ",2011-02-13T04:37:53.000Z,"News from Local, National, and Global Perspectives. ""Living in a Day Where Knowledge is Abundant, But Wisdom is Scarce.""
Find Me on Parler: @AZPerspectives",1553,2332,63104
hurjammer,False,,2011-06-08T01:35:17.000Z,"Graphic Designer; Artist; All-Around Good Dog. Fan of music, art, baseball & peace.",48,145,4471
MaykelMatias,False,United States,2019-01-03T01:52:56.000Z,,246,142,1530
DottorCaroia,False,,2020-03-09T11:30:32.000Z,Weeeeee,123,496,15965
just_roan_,False,,2018-12-11T12:33:02.000Z,,37,328,879
Ivy74338290,False,,2020-03-12T11:48:23.000Z,I am an open-minded person who likes to communicate with people of diverse background and to learn about different cultures!,4,25,249
elizabe68496530,False,,2020-01-15T05:25:59.000Z,,239,560,18536
Trinity73599448,False,,2020-03-13T11:14:43.000Z,"It's the question that drives us, Neo. It's the question that brought you here. You know the question, just as I did.",119,318,5195
madpurplelion,False,,2015-11-26T05:20:55.000Z,,107,641,1548
CJanimate,False,this lovely world,2014-10-19T21:18:54.000Z,"Animator, illustrator, photographer, digital artist: Cathy Joritz's Twitter page
Concerned elder activist: working to better lives of precious senior citizens!",61,133,5740
ASD_POTS,False,Canada,2018-11-06T12:45:48.000Z,"Allergies, POTS and Autism",39,160,541
MamaKMK68,False,,2013-10-12T18:26:09.000Z,Wife. Mom of 6. Homeopathy student. Critical thinker. Freedom lover. Obsessed with Natural Health. Nature Lover. Catholic.,405,622,24890
JoshuaMichaelsd,False,present,2017-04-26T06:56:51.000Z,"RawVeganGuru https://t.co/7Fzc16nMDx
Instagram: Joshuamichaelsd 
Parler: RawVeganGuru 
Instagram#2: rawjoshuaconsultations",806,2158,5408
n8tvch1k,False,,2018-11-10T12:56:43.000Z,"Be kind, but take no shit. Speak the truth, even if your voice shakes. As we let our own light shine, we unconsciously give others permission to do the same.",50,58,1710
